scorer,DLC_resnet101_NOR+OpenfieldFeb28shuffle1_200000,DLC_resnet101_NOR+OpenfieldFeb28shuffle1_200000,DLC_resnet101_NOR+OpenfieldFeb28shuffle1_200000,DLC_resnet101_NOR+OpenfieldFeb28shuffle1_200000,DLC_resnet101_NOR+OpenfieldFeb28shuffle1_200000,DLC_resnet101_NOR+OpenfieldFeb28shuffle1_200000,DLC_resnet101_NOR+OpenfieldFeb28shuffle1_200000,DLC_resnet101_NOR+OpenfieldFeb28shuffle1_200000,DLC_resnet101_NOR+OpenfieldFeb28shuffle1_200000
bodyparts,nose,nose,nose,objectA,objectA,objectA,objectB,objectB,objectB
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
143,505.7542724609375,240.62136840820312,0.005990156903862953,497.6302185058594,230.84303283691406,0.9999819993972778,807.0828857421875,664.2017822265625,0.9999374151229858
144,505.90081787109375,240.65582275390625,0.006890691351145506,499.1600036621094,229.49839782714844,0.9999879598617554,807.0979614257812,665.642333984375,0.9998455047607422
145,505.8302307128906,240.84933471679688,0.007145843002945185,499.2259826660156,229.71534729003906,0.9999892711639404,807.0700073242188,665.6010131835938,0.9998551607131958
146,497.4698181152344,223.9059600830078,0.006515905261039734,499.2091064453125,229.71270751953125,0.99998939037323,807.1444702148438,665.625,0.9998490810394287
147,505.9857177734375,240.8988037109375,0.00655531557276845,499.2261657714844,229.71917724609375,0.9999897480010986,807.1702880859375,665.5803833007812,0.9998430013656616
148,505.9918518066406,240.84677124023438,0.00679754139855504,499.29400634765625,229.6615447998047,0.9999899864196777,806.9945678710938,665.2459106445312,0.9998779296875
149,506.2386779785156,241.03500366210938,0.006985744461417198,499.54522705078125,229.62130737304688,0.9999899864196777,807.2036743164062,665.39208984375,0.9998668432235718
150,497.38934326171875,224.0207977294922,0.00633899075910449,499.1326599121094,229.739501953125,0.9999892711639404,807.2748413085938,665.4874877929688,0.9998506307601929
151,497.45013427734375,224.06114196777344,0.006324538961052895,499.18499755859375,229.68568420410156,0.9999891519546509,807.2603149414062,665.6307983398438,0.9998360872268677
152,497.5133361816406,224.02012634277344,0.006481606047600508,499.3743896484375,229.77249145507812,0.9999895095825195,807.4030151367188,665.72509765625,0.9998227953910828
153,497.430419921875,224.01657104492188,0.0065920413471758366,499.0220947265625,229.9984588623047,0.9999896287918091,807.3981323242188,665.8363647460938,0.9998050332069397
154,497.5113220214844,224.06906127929688,0.006498140748590231,498.7225646972656,230.15013122558594,0.9999873638153076,807.37548828125,665.6907348632812,0.999832272529602
155,497.5041809082031,224.10916137695312,0.006459932774305344,498.69903564453125,230.1973114013672,0.9999874830245972,807.6047973632812,666.2137451171875,0.9998158812522888
156,505.8551330566406,240.7488250732422,0.0056670913472771645,497.9142150878906,230.73069763183594,0.9999855756759644,807.2105102539062,665.3329467773438,0.9999030828475952
157,505.78375244140625,240.6533966064453,0.005914990324527025,497.8109436035156,230.6494598388672,0.9999862909317017,807.3397827148438,665.4867553710938,0.9998863935470581
158,501.4136047363281,240.9344482421875,0.005497983656823635,497.77484130859375,230.60215759277344,0.9999860525131226,807.42578125,665.5620727539062,0.999879002571106
159,501.5170593261719,241.0018310546875,0.005564771592617035,497.645751953125,230.6560516357422,0.9999861717224121,807.4267578125,665.672607421875,0.9998726844787598
160,497.33465576171875,224.59983825683594,0.005569972563534975,497.77362060546875,230.76519775390625,0.9999850988388062,807.3538818359375,665.4228515625,0.9998880624771118
161,497.2877502441406,224.6291961669922,0.005499308463186026,497.6868591308594,230.78176879882812,0.9999849796295166,807.563232421875,665.711181640625,0.9998571872711182
162,505.806884765625,240.69561767578125,0.0057801916263997555,497.76043701171875,230.75648498535156,0.9999852180480957,807.4380493164062,665.4154052734375,0.9998763799667358
163,497.2648010253906,224.58596801757812,0.005471290089190006,497.70245361328125,230.7638702392578,0.9999852180480957,807.5570678710938,665.6299438476562,0.9998555183410645
164,497.2451171875,224.52679443359375,0.005436332430690527,497.7480773925781,230.70887756347656,0.9999855756759644,807.3856201171875,665.3402099609375,0.999880313873291
165,505.6630554199219,240.8003692626953,0.005682998802512884,497.7919006347656,230.4998016357422,0.9999866485595703,807.3045654296875,665.2005615234375,0.9998903274536133
166,505.614501953125,240.70773315429688,0.005745548289269209,497.7976989746094,230.4461669921875,0.9999861717224121,807.5282592773438,665.8331298828125,0.9998359680175781
167,505.5432434082031,240.62692260742188,0.005721589550375938,497.7393798828125,230.35968017578125,0.9999858140945435,807.6296997070312,665.963623046875,0.9998235106468201
168,497.3049011230469,224.04490661621094,0.00834745354950428,500.66802978515625,231.0121612548828,0.9999821186065674,806.974365234375,665.0965576171875,0.9999264478683472
